Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
2947,UNKNOWN,,42.000056,-80.51646099999998,
14208,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.753694,-82.475139,High
14297,CHARLES H. DAVIS,"Wreck - Submerged, dangerous to surface navigation",41.513194,-81.725045,High
14615,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",42.129333,-80.11361099999998,High
15083,WRECK,"Wreck - Submerged, nondangerous",18.448611,-65.59944399999999,Med
8744,UNKNOWN,Wreck - Visible,18.327806,-64.958917,Low
11853,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.326253,-64.957542,High
11854,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.330389,-64.954472,High
11855,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.329167,-64.95030600000001,High
11856,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.323817000000002,-64.959108,High
11857,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.326375,-64.95135,High
11014,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.932192,-66.260378,High
11049,UNKNOWN,Wreck - Visible,18.329722,-64.946667,Med
11054,UNKNOWN,,18.351342000000002,-64.853611,Low
11762,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.945089000000007,-66.627319,High
11767,UNKNOWN,Wreck - Visible,17.973667000000006,-66.61694200000001,High
11768,UNKNOWN,Wreck - Visible,17.966914000000006,-66.616289,High
11819,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.931778,-66.259333,High
907,UNKNOWN,Wreck - Visible,18.472306,-66.13905600000001,High
1266,GATEWAY CLIPPER,"Wreck - Submerged, dangerous to surface navigation",18.333011,-64.952922,Low
1297,DRAVO,"Wreck - Submerged, dangerous to surface navigation",18.327011,-64.950194,High
1298,VICTORY,"Wreck - Submerged, dangerous to surface navigation",18.326847,-64.950272,High
790,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.748306,-64.702917,Poor
791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.345231,-64.669022,Low
792,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.354675,-64.75958100000001,Low
794,DIFFERENT DRUMMER,"Wreck - Submerged, dangerous to surface navigation",18.361342,-64.77319200000001,Low
795,BALLY ONE,"Wreck - Submerged, dangerous to surface navigation",18.364675,-64.749581,Low
6835,UNKNOWN,Wreck - Visible,17.757194000000005,-64.604861,Low
7052,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.4715,-66.130611,Med
14041,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335744000000002,-64.935653,High
14042,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335082999999997,-64.924625,High
13780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.459114000000003,-66.09272800000001,High
13784,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.450525,-66.10175600000001,High
13785,UNKNOWN,"Wreck - Submerged, nondangerous",18.481217,-66.132017,High
13786,UNKNOWN,"Wreck - Submerged, nondangerous",18.484647,-66.125219,High
12196,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.712142,-64.890128,High
10079,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.223028,-65.61627800000001,Low
10082,LAKE ELLENDALE,"Wreck - Submerged, dangerous to surface navigation",18.221444,-65.600806,High
9770,FRENCH KISS,"Wreck - Submerged, dangerous to surface navigation",18.330839,-64.933231,High
9771,QUEST,"Wreck - Submerged, dangerous to surface navigation",18.330803,-64.93314699999999,High
9772,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.330617,-64.932936,High
9773,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.329711,-64.934667,High
9774,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.331017000000006,-64.932119,High
9775,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.330619,-64.934256,High
9777,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.333578,-64.932836,High
9778,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.331192,-64.933839,High
9781,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335075,-64.939711,High
9782,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335283,-64.93975,High
9784,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335694,-64.940039,High
9785,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.325164,-64.928556,High
9789,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.317947,-64.969697,High
9790,UNKNOWN,Wreck - Visible,18.326007999999998,-64.950053,High
9791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.303072,-64.973256,High
9794,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.314283,-64.962839,High
9798,UNKNOWN,Wreck - Visible,18.322528,-64.953778,High
9802,UNKNOWN,Wreck - Visible,18.327128,-64.958325,High
9803,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335125,-64.967031,High
9805,WIT CONCRETE,Wreck - Visible,18.324069,-64.957003,High
9806,MISS OPPORTUNITY,"Wreck - Submerged, dangerous to surface navigation",18.326194,-64.99355,High
9807,WIT SHOAL,"Wreck - Submerged, dangerous to surface navigation",18.313347,-65.041389,High
9808,MARLOGO,Wreck - Visible,18.32805,-64.960114,High
2734,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.472306,-66.156417,High
2741,TRANSCARIBBEAN,Wreck - Visible,18.472972,-66.132914,High
2742,PROCK BARGE 19,Wreck - Visible,18.46925,-66.132861,High
2743,DUO,"Wreck - Submerged, dangerous to surface navigation",18.471611,-66.132942,Low
2751,ANTONIO LOPEZ,"Wreck - Submerged, nondangerous",18.478583,-66.231083,High
2779,CARL O,Wreck - Visible,18.468417000000002,-66.132389,High
2538,CUMULUS,"Wreck - Submerged, dangerous to surface navigation",17.783583,-64.751253,Med
2539,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.063019,-65.492936,Low
2540,HILDA,"Wreck - Submerged, dangerous to surface navigation",18.441333,-65.759606,Low
2542,IBERVILLE,"Wreck - Submerged, dangerous to surface navigation",18.442999999999998,-66.11335799999999,Low
2892,LA PROFESORA II,"Wreck - Submerged, dangerous to surface navigation",18.464667000000002,-65.98294399999999,Low
2910,UNKNOWN,Wreck - Visible,18.442933,-66.11205600000001,High
2911,UNKNOWN,,18.428447,-66.110694,High
2912,UNKNOWN,Wreck - Visible,18.452610999999997,-66.10325,High
2913,UNKNOWN,Wreck - Visible,18.452556,-66.103444,High
2914,UNKNOWN,Wreck - Visible,18.452722,-66.10333100000001,High
2915,UNKNOWN,Wreck - Visible,18.447528,-66.108583,High
7783,CARIBE,"Wreck - Submerged, nondangerous",18.681325,-66.166278,Poor
15081,WRECK,"Wreck - Submerged, nondangerous",18.5,-65.8,Low
8536,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.303085999999997,-64.919133,High
8537,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.311281,-64.91578299999999,High
8538,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.312044,-64.915575,High
8555,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.327797,-64.9478,High
8557,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.336130999999998,-64.93858900000001,High
8559,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.335058,-64.938592,High
8560,ESCAPADE,"Wreck - Submerged, dangerous to surface navigation",18.321883,-64.95514200000001,High
8567,UNKNOWN,Wreck - Visible,18.323056,-64.95222199999999,Med
8539,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.312439,-64.916947,High
8540,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.3116,-64.91885,High
8543,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.323364,-64.923397,High
8544,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.311511,-64.936375,High
8549,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.328875,-64.93135600000001,High
8551,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.332667,-64.934572,High
15190,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.2701,-65.0178,High
15191,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.2553,-65.0126,High
15192,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.253222,-64.97783299999999,High
15193,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.261360999999997,-64.94125,High
15194,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.249556,-64.938806,High
4428,UNKNOWN,Wreck - Visible,17.749694,-64.697864,High
4429,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.749972,-64.698475,Low
4432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.751832999999994,-64.695419,Low
4433,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.752417,-64.695697,High
4434,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.754417,-64.702919,Med
4469,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.673030999999995,-64.82292199999999,Med
4471,UNKNOWN,Wreck - Visible,17.689864,-64.80314399999999,High
4472,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",17.712067,-64.89,High
4514,UNKNOWN,Wreck - Visible,18.330714,-64.955333,High
3663,FANTOME,Wreck - Visible,25.261389,-76.953889,Low
14733,WRECK,"Wreck - Submerged, nondangerous",18.225192,-65.187431,Poor
15195,OBSTRUCTION,"Wreck - Submerged, nondangerous",18.252917,-64.926639,High
14820,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",18.32975,-64.954639,High
15082,WRECK,"Wreck - Submerged, nondangerous",18.45,-65.75,Low
15065,UNKNWON,"Wreck - Submerged, dangerous to surface navigation",37.000861,-75.370806,High
14822,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.084222,-75.919472,
14881,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.598528,-75.698139,Low
14217,UNKNOWN,"Wreck - Submerged, nondangerous",36.899271999999996,-75.71628100000002,High
14225,ATLANTIC MIST,"Wreck - Submerged, dangerous to surface navigation",37.918731,-75.058447,Med
8880,MARGARET,"Wreck - Submerged, dangerous to surface navigation",38.8651,-75.134439,High
11939,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.993019,-75.19470600000002,High
11941,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.002586,-75.20517199999998,High
11942,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.993839,-75.196211,High
11945,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.023808,-75.134089,High
11946,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.003147,-75.125711,High
11947,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.005472,-75.12850300000002,High
11952,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.042231,-75.110014,High
11953,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.010861,-75.127944,High
11955,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.987064000000004,-75.112475,High
10652,UNKNOWN,"Wreck - Submerged, nondangerous",38.602047,-74.67975,High
10657,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.524133,-74.791103,High
10681,UNKNOWN,"Wreck - Submerged, nondangerous",38.587408,-74.827558,High
10684,UNKNOWN,"Wreck - Submerged, nondangerous",38.632119,-74.845889,High
11074,WRECK,"Wreck - Submerged, dangerous to surface navigation",38.889978,-75.092686,High
11430,KINGSTON CELONITE,"Wreck - Submerged, dangerous to surface navigation",36.827216,-75.868392,High
11436,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.904846,-75.71343900000002,High
11448,GULF HUSTLER,"Wreck - Submerged, dangerous to surface navigation",36.857956,-75.59496899999998,Low
10736,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.996517,-75.119747,High
11449,GULF HUSTLER,"Wreck - Submerged, dangerous to surface navigation",36.863486,-75.5063,Med
10794,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.981221999999995,-75.993806,High
803,SANTORE,"Wreck - Submerged, dangerous to surface navigation",36.897434000000004,-75.780953,High
804,THOMAS F. POLLARD,,36.900147,-75.966317,Med
808,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.903890000000004,-75.891293,High
815,FAYE,,36.915842,-75.848208,Low
816,EIDSVOLD,"Wreck - Submerged, nondangerous",36.916817,-74.999611,Poor
1132,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.747875,-74.59853100000002,High
1133,J.R. WILLIAMS,"Wreck - Submerged, dangerous to surface navigation",38.752658000000004,-74.906675,High
1134,UNKNOWN,Not Charted,38.761010999999996,-74.5234,Low
1138,CITY OF GEORGETOWN,"Wreck - Submerged, dangerous to surface navigation",38.776081,-74.560436,High
831,UNKNOWN,"Wreck - Submerged, nondangerous",36.945147,-75.916314,Low
1145,GYPSUM PRINCE,"Wreck - Submerged, dangerous to surface navigation",38.804086,-75.067489,High
1148,UNKNOWN,,38.812611,-75.072956,Low
1149,B.F. MACOMBER,"Wreck - Submerged, dangerous to surface navigation",38.812531,-75.073667,High
1150,B.F. MACOMBER,"Wreck - Submerged, nondangerous",38.812981,-75.067808,High
1158,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.826608,-75.042869,High
833,WESTMORELAND,,36.935092,-75.954989,High
838,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.950144,-76.059653,Med
848,CARMINA,,36.959725,-76.021361,High
1170,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.866778000000004,-75.131292,Med
850,E H BLUM,,36.959311,-75.955483,Low
857,CHILORE,"Wreck - Submerged, dangerous to surface navigation",36.960561,-76.010642,High
1210,ATLANTHUS,Not Charted,38.941778,-74.97184200000002,Poor
1211,UNKNOWN,"Wreck - Submerged, nondangerous",38.949478000000006,-75.175875,High
880,LILLIAN LUCKENBACH,"Wreck - Submerged, dangerous to surface navigation",36.976039,-75.412741,Low
886,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",36.98347800000001,-76.066319,Med
1237,MOHAWK,"Wreck - Submerged, dangerous to surface navigation",39.002586,-75.20517199999998,High
899,JUNIATA,"Wreck - Submerged, nondangerous",37.000147,-74.99961400000002,Poor
903,JOHN MORGAN,"Wreck - Submerged, dangerous to surface navigation",37.001574,-75.407492,Low
906,UNKNOWN,"Wreck - Submerged, nondangerous",37.000981,-75.574636,Poor
921,COLUMBIA,"Wreck - Submerged, dangerous to surface navigation",37.038333,-76.03366700000002,High
922,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.040144,-75.936317,Med
924,SAN DEMETRIO,Not Charted,37.05015,-73.832892,Low
925,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.050978,-75.76464200000002,Low
926,BRAZIL,"Wreck - Submerged, dangerous to surface navigation",37.055144,-75.851033,Low
927,FRANCIS O BOYLE,,37.055144,-75.854644,Low
1232,CHINA ARROW,Not Charted,37.991789000000004,-75.17463199999997,Low
318,MARINE ELECTRIC,,37.881792,-74.776364,High
652,LIBERATOR,Not Charted,35.150175,-75.531261,Low
933,ANGLO AFRICAN,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High
934,GEMINI,"Wreck - Submerged, dangerous to surface navigation",37.056978,-75.899314,High
936,ZERDA,,37.067541999999996,-75.057147,Low
939,UNKNOWN,,37.076756,-75.081761,Low
942,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.083475,-75.942983,Low
953,ROCHESTER,Not Charted,37.166814,-73.966233,Low
668,H.C. DREWER,Not Charted,35.254622,-75.338753,Low
671,UNKNOWN,Not Charted,35.319539,-75.469461,Low
672,UNKNOWN,Not Charted,35.365375,-75.0727,Low
673,UNKNOWN,Not Charted,35.379075,-75.33331700000002,Low
674,CITY OF ATLANTA,Not Charted,35.391289,-75.336811,Low
958,UNKNOWN,Not Charted,37.238433,-75.564942,Low
959,SUBCHASER 187,"Wreck - Submerged, nondangerous",37.255697,-75.510747,Low
960,BIRCH LAKE,"Wreck - Submerged, dangerous to surface navigation",37.255808,-75.620972,Low
675,UNKNOWN,Not Charted,35.398236,-75.11513599999998,Low
678,MORIANA 200,"Wreck - Submerged, nondangerous",35.441846999999996,-75.187919,Low
679,UNKNOWN,Not Charted,35.44483599999999,-75.19955,Low
680,UNKNOWN,Not Charted,35.468511,-75.477375,Low
682,JACKSON,Not Charted,35.483514,-75.249589,Low
685,LOUISE,,35.50017800000001,-75.4996,Poor
687,UNKNOWN,,35.542671999999996,-75.23786700000002,Low
693,RELIANCE,"Wreck - Submerged, dangerous to surface navigation",35.666844,-75.416267,Low
694,MARLYN,"Wreck - Submerged, dangerous to surface navigation",35.698789,-75.422658,Low
695,MIRLO,"Wreck - Submerged, dangerous to surface navigation",35.700178,-75.424603,Low
984,BARNEGAT,,37.5268,-75.229911,Low
987,ALLEGHANY,,37.5368,-75.41130799999998,Low
991,A. MCDONALD,"Wreck - Submerged, nondangerous",37.695961,-75.428811,Low
994,E.R.SMITH,"Wreck - Submerged, dangerous to surface navigation",37.816792,-75.36630799999998,Low
995,MADRUGADA,"Wreck - Submerged, nondangerous",37.833458,-74.916286,Low
996,P.J. HOOPER,"Wreck - Submerged, dangerous to surface navigation",37.836791999999996,-75.339917,Low
997,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.850903,-75.265886,Med
998,UNKNOWN,Not Charted,37.852369,-74.279619,Low
697,ORIENTAL,Wreck - Visible,35.7189,-75.48905,Med
698,UNKNOWN,"Wreck - Submerged, nondangerous",35.819897,-74.899861,High
699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.845675,-75.555444,Med
700,U-85,,35.886842,-75.282933,Low
708,WRIGHT 1,Not Charted,36.000156,-75.999639,Low
709,OLYMPIC,"Wreck - Submerged, dangerous to surface navigation",36.016836,-75.499611,Low
711,PARAQUAY,"Wreck - Submerged, dangerous to surface navigation",36.0385,-75.666286,Low
713,YORK,"Wreck - Submerged, dangerous to surface navigation",36.066839,-75.227936,Low
714,UNKNOWN,"Wreck - Submerged, nondangerous",36.083503,-74.716247,Low
715,UNKNOWN,,36.093519,-74.926639,Low
1000,OLINDA,Not Charted,37.916794,-73.999575,Low
1002,UNKNOWN,,37.921683,-74.92129399999997,Low
1003,UNKNOWN,,37.929025,-74.935144,Low
1004,UNKNOWN,,37.935864,-74.932456,Low
1005,UNKNOWN,,37.948910999999995,-74.987533,Low
1006,DAVID ATWATER,"Wreck - Submerged, dangerous to surface navigation",37.953069,-75.104469,High
1008,BARNSTABLE,"Wreck - Submerged, dangerous to surface navigation",37.970341999999995,-75.146464,Low
1009,UNKNOWN,Not Charted,37.971339,-75.146244,Low
1010,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.975633,-75.16507800000002,Low
1011,UNKNOWN,Not Charted,37.991356,-74.820656,Low
1014,UNKNOWN,Not Charted,38.004672,-75.172931,Low
1017,UNKNOWN,Not Charted,38.050125,-74.185694,Low
717,BRYON D. BENSON,"Wreck - Submerged, dangerous to surface navigation",36.149058000000004,-75.24377199999998,Low
719,UNKNOWN,Not Charted,36.192947,-75.002372,Low
730,A. ERNEST MILLS,"Wreck - Submerged, nondangerous",36.383492,-75.81630600000003,Low
732,UNKNOWN,,36.401014,-75.53015,Low
735,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.368444000000004,-75.051292,Med
739,UNKNOWN,"Wreck - Submerged, nondangerous",36.540486,-75.865336,High
740,UNKNOWN,"Wreck - Submerged, nondangerous",36.561792,-75.867811,High
1019,ST. AUGUSTINE,Not Charted,38.066792,-74.099581,Low
1020,UNKNOWN,Not Charted,38.079739000000004,-74.592833,Low
1023,GORDAN S COOK,Not Charted,38.090675,-74.81016899999999,Low
1024,UNKNOWN,Not Charted,38.090692,-74.63090799999998,Low
1026,SAN GIL,Not Charted,38.101786,-74.616272,Low
1027,UNKNOWN,Not Charted,38.148808,-74.947222,Low
1028,COURAGEOUS,Not Charted,38.169839,-75.037125,Low
1029,UNKNOWN,Not Charted,38.189017,-75.006289,Low
1030,UNKNOWN,Not Charted,38.222278,-74.7606,Low
1031,SAITIA,Not Charted,38.223172,-74.75572199999998,Low
1032,SAITIA (1 PART),Not Charted,38.223172,-74.761278,Low
1033,UNKNOWN,Not Charted,38.224072,-74.755619,Low
1034,S.G. WILBUR,Not Charted,38.241783,-74.74794399999998,Low
1035,ESTHER ANN,Not Charted,38.265392,-75.034347,Low
1036,UNKNOWN,Not Charted,38.26905,-74.8784,Low
1037,UNKNOWN,Not Charted,38.277408,-75.018725,Low
1038,UNKNOWN,Not Charted,38.282892,-75.034625,Low
1039,UNKNOWN,Not Charted,38.283161,-75.033586,Low
1040,ALTAIR,Not Charted,38.283456,-74.132917,Low
1042,CARPENAS,Not Charted,38.283446999999995,-75.02879200000002,Low
61,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.711794,-75.11963100000001,Low
62,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",37.911789,-75.024625,Low
1043,JONES PORT,Not Charted,38.292614,-74.999622,Low
1044,UNKNOWN,Not Charted,38.294281,-75.00636899999998,Low
1046,HARPATHAN,Not Charted,38.300121999999995,-73.999575,Low
1047,UNKNOWN,Not Charted,38.324192,-74.96673100000002,Low
1048,ESTER ANN,Not Charted,38.35011400000001,-74.666275,Low
1049,UNKNOWN,Not Charted,38.350861,-74.895894,Low
1050,CITY OF ORLEANS,Not Charted,38.352892,-74.880172,Low
1051,UNKNOWN,Not Charted,38.356219,-74.895792,Low
1052,UNKNOWN,Not Charted,38.365772,-74.771181,Low
1053,CARPENDER,Not Charted,38.378444,-74.97962199999998,Low
1054,UNKNOWN,Not Charted,38.384208,-74.97994200000002,Low
1055,SEA SKIP,Not Charted,38.40427800000001,-73.746378,Low
1056,UNKNOWN,Not Charted,38.409633,-74.701278,Low
1057,ELIZABETH PALMER,"Wreck - Submerged, dangerous to surface navigation",38.412114,-74.836783,High
1058,HVOSLEF,Not Charted,38.416781,-74.699608,Low
1059,W.L. STEED,Not Charted,38.416778,-74.999622,Low
1060,UNKNOWN,Not Charted,38.429922,-74.389014,Low
1061,W L STEED,"Wreck - Submerged, dangerous to surface navigation",38.430614,-74.76794699999998,High
1062,UNKNOWN,Not Charted,38.431367,-74.95662800000002,Low
1063,UNKNOWN,Not Charted,38.431917,-74.76728299999998,Low
1064,UNKNOWN,Not Charted,38.432003,-74.768225,Low
1065,T.J. HOOPER,Not Charted,38.435117,-74.394594,Low
1066,UNKNOWN,Not Charted,38.441778,-74.774611,Low
1067,UNKNOWN,Not Charted,38.441778,-74.98795600000003,Low
1068,RELIANCE,Not Charted,38.450111,-75.049625,Low
1069,UNKNOWN,,38.456222,-74.939619,Low
1070,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.456778,-74.935175,Low
1071,WASHINGTONIAN,"Wreck - Submerged, dangerous to surface navigation",38.457114000000004,-74.78528100000003,High
1072,UNKNOWN,Not Charted,38.457333,-74.934064,Low
1073,UNKNOWN,Not Charted,38.461767,-74.649958,Low
1074,UNKNOWN,Not Charted,38.462183,-74.92519399999998,Low
1075,UNKNOWN,Not Charted,38.462272,-74.820031,Low
1076,JOSEPH E. HOOPER,Not Charted,38.4665,-74.98017800000002,Low
1077,UNKNOWN,Not Charted,38.467519,-74.979444,Low
1078,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.480669,-74.5296,Low
1079,MOONSTONE,,38.484281,-74.544044,Low
1080,UNKNOWN,Not Charted,38.485775,-74.544439,Low
1081,UNKNOWN,Not Charted,38.495425,-74.669208,Low
1083,UNKNOWN,Not Charted,38.509231,-74.68123100000003,Low
1084,NINA,"Wreck - Submerged, dangerous to surface navigation",38.508831,-74.842308,High
1085,UNKNOWN,Not Charted,38.511936,-74.718114,Low
1086,UNKNOWN,,38.514835999999995,-74.52126700000002,Low
1087,UNKNOWN,Not Charted,38.516346999999996,-74.5223,Low
1088,UNKNOWN,Not Charted,38.530603,-74.564764,Low
1089,UNKNOWN,,38.533446999999995,-74.559878,Low
1090,INDIA ARROW,Not Charted,38.558456,-73.83456899999999,Low
1091,UNKNOWN,Not Charted,38.561594,-73.82575600000001,Low
1093,UNKNOWN,Not Charted,38.577614000000004,-74.69802800000002,Low
1094,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.582758,-74.745767,High
1095,CHEROKEE,"Wreck - Submerged, nondangerous",38.59825,-74.658167,High
1096,UNKNOWN,Not Charted,38.59927800000001,-74.658528,Low
1098,UNKNOWN,Not Charted,38.608444,-74.924617,Low
1099,UNKNOWN,,38.612611,-74.91628299999998,Low
1100,UNKNOWN,Not Charted,38.61505,-74.94851700000002,Low
1101,BARGE 887,"Wreck - Submerged, dangerous to surface navigation",38.616642,-74.930369,High
1102,UNKNOWN,Not Charted,38.624666999999995,-75.020344,
1103,UNKNOWN,Not Charted,38.625994,-74.86309399999998,Low
1106,UNKNOWN,Not Charted,38.63988300000001,-74.399142,Low
1107,UNKNOWN,Not Charted,38.641728,-74.547472,Low
788,UNKNOWN,,36.862092,-75.766864,Low
1108,UNKNOWN,Not Charted,38.643619,-74.409122,Low
1110,UNKNOWN,Not Charted,38.660114,-74.44292800000002,Low
