Dive Site ID,Dive Site Name,Distance from Wreck,Lat,Lng,Record #
22975,Captains Reef USVI,1.26,18.317947,-64.969697,9789
22975,Captains Reef USVI,0.16,18.326007999999998,-64.950053,9790
24080,Charlotte Amalie,1.82,18.303072,-64.973256,9791
22975,Captains Reef USVI,1.0,18.314283,-64.962839,9794
22975,Captains Reef USVI,0.18,18.322528,-64.953778,9798
22975,Captains Reef USVI,0.48,18.327128,-64.958325,9802
22975,Captains Reef USVI,1.26,18.335125,-64.967031,9803
22975,Captains Reef USVI,0.35,18.324069,-64.957003,9805
24080,Charlotte Amalie,0.26,18.326194,-64.99355,9806
24080,Charlotte Amalie,3.38,18.313347,-65.041389,9807
22975,Captains Reef USVI,0.61,18.32805,-64.960114,9808
23774,Escambro,3.27,18.472306,-66.156417,2734
23774,Escambro,1.9,18.472972,-66.132914,2741
23774,Escambro,2.06,18.46925,-66.132861,2742
23774,Escambro,1.96,18.471611,-66.132942,2743
23774,Escambro,7.96,18.478583,-66.231083,2751
23774,Escambro,2.08,18.468417000000002,-66.132389,2779
24402,Twin Anchors,0.61,17.783583,-64.751253,2538
24129,Cayo Blanco,7.74,18.063019,-65.492936,2539
18851,Seven Seas,9.47,18.441333,-65.759606,2540
18501,Figure Eight Reef,2.25,18.442999999999998,-66.11335799999999,2542
18501,Figure Eight Reef,6.85,18.464667000000002,-65.98294399999999,2892
18501,Figure Eight Reef,2.19,18.442933,-66.11205600000001,2910
18501,Figure Eight Reef,2.91,18.428447,-66.110694,2911
18501,Figure Eight Reef,1.32,18.452610999999997,-66.10325,2912
18501,Figure Eight Reef,1.33,18.452556,-66.103444,2913
18501,Figure Eight Reef,1.31,18.452722,-66.10333100000001,2914
18501,Figure Eight Reef,1.81,18.447528,-66.108583,2915
23774,Escambro,13.72,18.681325,-66.166278,7783
18851,Seven Seas,13.93,18.5,-65.8,15081
23635,Wye Reef,2.29,18.303085999999997,-64.919133,8536
22975,Captains Reef USVI,2.52,18.311281,-64.91578299999999,8537
22975,Captains Reef USVI,2.51,18.312044,-64.915575,8538
22975,Captains Reef USVI,0.36,18.327797,-64.9478,8555
22975,Captains Reef USVI,1.19,18.336130999999998,-64.93858900000001,8557
22975,Captains Reef USVI,1.14,18.335058,-64.938592,8559
22975,Captains Reef USVI,0.28,18.321883,-64.95514200000001,8560
22975,Captains Reef USVI,0.09,18.323056,-64.95222199999999,8567
22975,Captains Reef USVI,2.42,18.312439,-64.916947,8539
22975,Captains Reef USVI,2.32,18.3116,-64.91885,8540
22975,Captains Reef USVI,1.86,18.323364,-64.923397,8543
22975,Captains Reef USVI,1.33,18.311511,-64.936375,8544
22975,Captains Reef USVI,1.37,18.328875,-64.93135600000001,8549
22975,Captains Reef USVI,1.27,18.332667,-64.934572,8551
24080,Charlotte Amalie,4.07,18.2701,-65.0178,15190
24080,Charlotte Amalie,4.9,18.2553,-65.0126,15191
24080,Charlotte Amalie,4.91,18.253222,-64.97783299999999,15192
23635,Wye Reef,3.24,18.261360999999997,-64.94125,15193
23635,Wye Reef,3.49,18.249556,-64.938806,15194
24390,Eagle Ray,0.81,17.749694,-64.697864,4428
24390,Eagle Ray,0.79,17.749972,-64.698475,4429
24390,Eagle Ray,0.69,17.751832999999994,-64.695419,4432
24390,Eagle Ray,0.65,17.752417,-64.695697,4433
24392,Blue Chute,0.51,17.754417,-64.702919,4434
21051,The Pier,4.9,17.673030999999995,-64.82292199999999,4469
21050,North Star,5.44,17.689864,-64.80314399999999,4471
23852,Frederiksted Pier,0.4,17.712067,-64.89,4472
22975,Captains Reef USVI,0.51,18.330714,-64.955333,4514
22645,Periwinkle Reef,18.33,25.261389,-76.953889,3663
23834,Punta de Soldado,7.59,18.225192,-65.187431,14733
23635,Wye Reef,2.72,18.252917,-64.926639,15195
22975,Captains Reef USVI,0.43,18.32975,-64.954639,14820
18851,Seven Seas,9.24,18.45,-65.75,15082
22454,Cuyahoga,2.77,37.000861,-75.370806,15065
24380,Chesapeake Light Tower,17.36,37.084222,-75.919472,14822
22453,The Tiger,7.36,36.598528,-75.698139,14881
24380,Chesapeake Light Tower,0.62,36.899271999999996,-75.71628100000002,14217
16843,The Blackfish Banks Artificial Reef,14.14,37.918731,-75.058447,14225
23455,China Wreck,14.65,38.8651,-75.134439,8880
23455,China Wreck,22.7,38.993019,-75.19470600000002,11939
23455,China Wreck,23.57,39.002586,-75.20517199999998,11941
23455,China Wreck,22.8,38.993839,-75.196211,11942
23455,China Wreck,22.27,39.023808,-75.134089,11945
23455,China Wreck,20.84,39.003147,-75.125711,11946
23455,China Wreck,21.06,39.005472,-75.12850300000002,11947
23455,China Wreck,22.65,39.042231,-75.110014,11952
23455,China Wreck,21.35,39.010861,-75.127944,11953
23455,China Wreck,19.53,38.987064000000004,-75.112475,11955
23557,Cherokee (The Gunboat),1.65,38.602047,-74.67975,10652
16526,Washingtonian Wreck,1.67,38.524133,-74.791103,10657
16526,Washingtonian Wreck,3.23,38.587408,-74.827558,10681
22959,alantic ocean,3.7,38.632119,-74.845889,10684
23455,China Wreck,13.82,38.889978,-75.092686,11074
24380,Chesapeake Light Tower,9.34,36.827216,-75.868392,11430
24380,Chesapeake Light Tower,1.03,36.904846,-75.71343900000002,11436
24380,Chesapeake Light Tower,7.23,36.857956,-75.59496899999998,11448
23455,China Wreck,20.28,38.996517,-75.119747,10736
22454,Cuyahoga,10.11,36.863486,-75.5063,11449
24380,Chesapeake Light Tower,16.41,36.981221999999995,-75.993806,10794
24380,Chesapeake Light Tower,3.45,36.897434000000004,-75.780953,803
24380,Chesapeake Light Tower,13.67,36.900147,-75.966317,804
24380,Chesapeake Light Tower,9.56,36.903890000000004,-75.891293,808
24380,Chesapeake Light Tower,7.34,36.915842,-75.848208,815
22454,Cuyahoga,20.66,36.916817,-74.999611,816
23491,Wendys Wreck,6.72,38.747875,-74.59853100000002,1132
23455,China Wreck,0.56,38.752658000000004,-74.906675,1133
23491,Wendys Wreck,6.73,38.761010999999996,-74.5234,1134
23491,Wendys Wreck,7.86,38.776081,-74.560436,1138
24380,Chesapeake Light Tower,11.53,36.945147,-75.916314,831
23455,China Wreck,9.59,38.804086,-75.067489,1145
23455,China Wreck,10.08,38.812611,-75.072956,1148
23455,China Wreck,10.11,38.812531,-75.073667,1149
23455,China Wreck,9.83,38.812981,-75.067808,1150
23455,China Wreck,9.06,38.826608,-75.042869,1158
24380,Chesapeake Light Tower,13.39,36.935092,-75.954989,833
24380,Chesapeake Light Tower,19.25,36.950144,-76.059653,838
24380,Chesapeake Light Tower,17.36,36.959725,-76.021361,848
23455,China Wreck,14.57,38.866778000000004,-75.131292,1170
24380,Chesapeake Light Tower,13.89,36.959311,-75.955483,850
24380,Chesapeake Light Tower,16.81,36.960561,-76.010642,857
23455,China Wreck,13.26,38.941778,-74.97184200000002,1210
23455,China Wreck,19.9,38.949478000000006,-75.175875,1211
22454,Cuyahoga,2.6,36.976039,-75.412741,880
24380,Chesapeake Light Tower,20.22,36.98347800000001,-76.066319,886
23455,China Wreck,23.57,39.002586,-75.20517199999998,1237
22454,Cuyahoga,20.6,37.000147,-74.99961400000002,899
22454,Cuyahoga,3.51,37.001574,-75.407492,903
24380,Chesapeake Light Tower,11.04,37.000981,-75.574636,906
24380,Chesapeake Light Tower,20.14,37.038333,-76.03366700000002,921
24380,Chesapeake Light Tower,15.83,37.040144,-75.936317,922
24296,Marine Electric,9.85,37.05015,-73.832892,924
24380,Chesapeake Light Tower,11.36,37.050978,-75.76464200000002,925
24380,Chesapeake Light Tower,13.5,37.055144,-75.851033,926
24380,Chesapeake Light Tower,13.61,37.055144,-75.854644,927
16843,The Blackfish Banks Artificial Reef,11.2,37.991789000000004,-75.17463199999997,1232
23476,Gordon C Cooke(Porthole wreck),15.9,37.881792,-74.776364,318
23543,Northeastern,3.87,35.150175,-75.531261,652
24380,Chesapeake Light Tower,15.2,37.056978,-75.899314,933
24380,Chesapeake Light Tower,15.2,37.056978,-75.899314,934
22454,Cuyahoga,18.75,37.067541999999996,-75.057147,936
22454,Cuyahoga,17.79,37.076756,-75.081761,939
24380,Chesapeake Light Tower,18.17,37.083475,-75.942983,942
24296,Marine Electric,11.68,37.166814,-73.966233,953
16442,Australia,4.1,35.254622,-75.338753,668
17053,Veturia,7.16,35.319539,-75.469461,671
16442,Australia,20.91,35.365375,-75.0727,672
16442,Australia,11.51,35.379075,-75.33331700000002,673
16442,Australia,12.25,35.391289,-75.336811,674
22454,Cuyahoga,22.0,37.238433,-75.564942,958
22454,Cuyahoga,21.81,37.255697,-75.510747,959
22454,Cuyahoga,24.64,37.255808,-75.620972,960
16442,Australia,20.13,35.398236,-75.11513599999998,675
16442,Australia,19.33,35.441846999999996,-75.187919,678
16442,Australia,19.1,35.44483599999999,-75.19955,679
17053,Veturia,16.94,35.468511,-75.477375,680
16442,Australia,19.97,35.483514,-75.249589,682
21171,Zane Grey,16.18,35.50017800000001,-75.4996,685
21171,Zane Grey,17.46,35.542671999999996,-75.23786700000002,687
21171,Zane Grey,4.69,35.666844,-75.416267,693
21171,Zane Grey,2.54,35.698789,-75.422658,694
21171,Zane Grey,2.4,35.700178,-75.424603,695
16843,The Blackfish Banks Artificial Reef,24.12,37.5268,-75.229911,984
16843,The Blackfish Banks Artificial Reef,23.68,37.5368,-75.41130799999998,987
16843,The Blackfish Banks Artificial Reef,13.66,37.695961,-75.428811,991
16843,The Blackfish Banks Artificial Reef,4.78,37.816792,-75.36630799999998,994
16889,The Marine Electric,19.5,37.833458,-74.916286,995
16843,The Blackfish Banks Artificial Reef,2.81,37.836791999999996,-75.339917,996
16843,The Blackfish Banks Artificial Reef,2.76,37.850903,-75.265886,997
23461,African Queen,21.41,37.852369,-74.279619,998
21171,Zane Grey,2.53,35.7189,-75.48905,697
22235,U-85,0.91,35.819897,-74.899861,698
21170,Advance II,9.6,35.845675,-75.555444,699
23406,Jackson,3.91,35.886842,-75.282933,700
22736,Huron,20.65,36.000156,-75.999639,708
22736,Huron,7.88,36.016836,-75.499611,709
22736,Huron,4.69,36.0385,-75.666286,711
23406,Jackson,12.62,36.066839,-75.227936,713
22235,U-85,21.22,36.083503,-74.716247,714
22235,U-85,18.75,36.093519,-74.926639,715
16821,Saetia Wreck,22.38,37.916794,-73.999575,1000
16889,The Marine Electric,13.4,37.921683,-74.92129399999997,1002
16889,The Marine Electric,12.91,37.929025,-74.935144,1003
16889,The Marine Electric,12.43,37.935864,-74.932456,1004
16889,The Marine Electric,12.06,37.948910999999995,-74.987533,1005
16843,The Blackfish Banks Artificial Reef,12.6,37.953069,-75.104469,1006
16843,The Blackfish Banks Artificial Reef,11.31,37.970341999999995,-75.146464,1008
16843,The Blackfish Banks Artificial Reef,11.36,37.971339,-75.146244,1009
16843,The Blackfish Banks Artificial Reef,10.77,37.975633,-75.16507800000002,1010
23476,Gordon C Cooke(Porthole wreck),9.74,37.991356,-74.820656,1011
16843,The Blackfish Banks Artificial Reef,11.94,38.004672,-75.172931,1014
16821,Saetia Wreck,12.3,38.050125,-74.185694,1017
23406,Jackson,18.35,36.149058000000004,-75.24377199999998,717
23406,Jackson,24.34,36.192947,-75.002372,719
22453,The Tiger,10.05,36.383492,-75.81630600000003,730
22453,The Tiger,11.15,36.401014,-75.53015,732
23910,Zachary Berg Wreck,6.83,38.368444000000004,-75.051292,735
16554,Clythia Wreck,2.22,36.540486,-75.865336,739
16554,Clythia Wreck,1.58,36.561792,-75.867811,740
16821,Saetia Wreck,10.96,38.066792,-74.099581,1019
23480,Blenny,1.28,38.079739000000004,-74.592833,1020
23476,Gordon C Cooke(Porthole wreck),5.07,38.090675,-74.81016899999999,1023
23480,Blenny,1.86,38.090692,-74.63090799999998,1024
23480,Blenny,1.04,38.101786,-74.616272,1026
16693,African Queen Wreck,0.06,38.148808,-74.947222,1027
24247,JR Martin Tug,3.91,38.169839,-75.037125,1028
24247,JR Martin Tug,3.22,38.189017,-75.006289,1029
23464,Saetia,1.75,38.222278,-74.7606,1030
23464,Saetia,1.62,38.223172,-74.75572199999998,1031
23464,Saetia,1.82,38.223172,-74.761278,1032
23464,Saetia,1.67,38.224072,-74.755619,1033
23464,Saetia,2.63,38.241783,-74.74794399999998,1034
23910,Zachary Berg Wreck,0.89,38.265392,-75.034347,1035
24249,Memorial Reef,2.14,38.26905,-74.8784,1036
23910,Zachary Berg Wreck,0.35,38.277408,-75.018725,1037
23910,Zachary Berg Wreck,1.03,38.282892,-75.034625,1038
23910,Zachary Berg Wreck,1.01,38.283161,-75.033586,1039
16821,Saetia Wreck,4.17,38.283456,-74.132917,1040
23910,Zachary Berg Wreck,0.86,38.283446999999995,-75.02879200000002,1042
16843,The Blackfish Banks Artificial Reef,15.1,37.711794,-75.11963100000001,61
24274,The Boom Wreck,15.07,37.911789,-75.024625,62
23910,Zachary Berg Wreck,1.8,38.292614,-74.999622,1043
23910,Zachary Berg Wreck,1.69,38.294281,-75.00636899999998,1044
16821,Saetia Wreck,8.98,38.300121999999995,-73.999575,1046
24249,Memorial Reef,3.98,38.324192,-74.96673100000002,1047
23474,H buoy wreck,3.92,38.35011400000001,-74.666275,1048
23845,Kathleen Riggin,3.2,38.350861,-74.895894,1049
23845,Kathleen Riggin,3.35,38.352892,-74.880172,1050
23845,Kathleen Riggin,3.57,38.356219,-74.895792,1051
23474,H buoy wreck,2.44,38.365772,-74.771181,1052
23471,Fenwick Shoals,5.67,38.378444,-74.97962199999998,1053
23471,Fenwick Shoals,5.28,38.384208,-74.97994200000002,1054
16821,Saetia Wreck,24.41,38.40427800000001,-73.746378,1055
23474,H buoy wreck,2.64,38.409633,-74.701278,1056
23459,Elizabeth Palmer,4.08,38.412114,-74.836783,1057
23462,Manhattan,2.73,38.416781,-74.699608,1058
23471,Fenwick Shoals,3.45,38.416778,-74.999622,1059
23450,Hvsoself,1.34,38.429922,-74.389014,1060
23463,USS NINA,1.29,38.430614,-74.76794699999998,1061
23471,Fenwick Shoals,2.07,38.431367,-74.95662800000002,1062
23463,USS NINA,1.2,38.431917,-74.76728299999998,1063
23463,USS NINA,1.2,38.432003,-74.768225,1064
23450,Hvsoself,1.2,38.435117,-74.394594,1065
23463,USS NINA,0.65,38.441778,-74.774611,1066
23471,Fenwick Shoals,1.66,38.441778,-74.98795600000003,1067
23471,Fenwick Shoals,4.47,38.450111,-75.049625,1068
23471,Fenwick Shoals,1.56,38.456222,-74.939619,1069
23471,Fenwick Shoals,1.79,38.456778,-74.935175,1070
23463,USS NINA,1.11,38.457114000000004,-74.78528100000003,1071
23471,Fenwick Shoals,1.84,38.457333,-74.934064,1072
23458,Washingtonian,4.05,38.461767,-74.649958,1073
23471,Fenwick Shoals,2.32,38.462183,-74.92519399999998,1074
23459,Elizabeth Palmer,0.75,38.462272,-74.820031,1075
23471,Fenwick Shoals,0.8,38.4665,-74.98017800000002,1076
23471,Fenwick Shoals,0.81,38.467519,-74.979444,1077
23470,Pattys Pitcher Wreck,3.63,38.480669,-74.5296,1078
23482,Independence Day Wreck,3.57,38.484281,-74.544044,1079
23482,Independence Day Wreck,3.47,38.485775,-74.544439,1080
23462,Manhattan,4.75,38.495425,-74.669208,1081
23462,Manhattan,5.09,38.509231,-74.68123100000003,1083
23459,Elizabeth Palmer,3.49,38.508831,-74.842308,1084
23462,Manhattan,4.54,38.511936,-74.718114,1085
23482,Independence Day Wreck,2.98,38.514835999999995,-74.52126700000002,1086
23482,Independence Day Wreck,2.89,38.516346999999996,-74.5223,1087
23482,Independence Day Wreck,0.42,38.530603,-74.564764,1088
23482,Independence Day Wreck,0.7,38.533446999999995,-74.559878,1089
23451,City Of Athens,20.2,38.558456,-73.83456899999999,1090
23451,City Of Athens,20.15,38.561594,-73.82575600000001,1091
23557,Cherokee (The Gunboat),2.87,38.577614000000004,-74.69802800000002,1093
16526,Washingtonian Wreck,3.57,38.582758,-74.745767,1094
23557,Cherokee (The Gunboat),0.45,38.59825,-74.658167,1095
23557,Cherokee (The Gunboat),0.5,38.59927800000001,-74.658528,1096
23431,Indian River Inlet,7.34,38.608444,-74.924617,1098
22959,alantic ocean,7.73,38.612611,-74.91628299999998,1099
23431,Indian River Inlet,6.06,38.61505,-74.94851700000002,1100
23431,Indian River Inlet,7.05,38.616642,-74.930369,1101
23431,Indian River Inlet,2.44,38.624666999999995,-75.020344,1102
22959,alantic ocean,4.71,38.625994,-74.86309399999998,1103
23454,USS Jacob Jones,4.11,38.63988300000001,-74.399142,1106
23491,Wendys Wreck,1.68,38.641728,-74.547472,1107
24380,Chesapeake Light Tower,3.29,36.862092,-75.766864,788
23454,USS Jacob Jones,4.35,38.643619,-74.409122,1108
23491,Wendys Wreck,5.0,38.660114,-74.44292800000002,1110
23452,Northern Pacific,6.27,38.666783,-74.132914,1112
23454,USS Jacob Jones,1.14,38.667056,-74.35515799999997,1113
23452,Northern Pacific,5.95,38.672431,-74.136883,1114
23491,Wendys Wreck,2.66,38.673994,-74.48764200000002,1116
23491,Wendys Wreck,4.57,38.675947,-74.45209399999997,1117
23491,Wendys Wreck,4.44,38.675953,-74.454397,1118
23491,Wendys Wreck,4.57,38.676675,-74.452286,1119
23491,Wendys Wreck,2.43,38.678908,-74.494606,1120
23452,Northern Pacific,5.78,38.688733,-74.136147,1121
23431,Indian River Inlet,6.45,38.694,-75.012953,1122
23431,Indian River Inlet,6.35,38.700111,-75.066289,1123
23491,Wendys Wreck,5.27,38.706542,-74.61658100000002,1124
23455,China Wreck,6.2,38.710111,-74.996286,1125
23491,Wendys Wreck,6.84,38.743717,-74.610814,1128
24380,Chesapeake Light Tower,18.56,37.133475,-75.862981,6829
24380,Chesapeake Light Tower,20.1,37.170142,-75.819644,6830
23431,Indian River Inlet,8.99,38.561221999999994,-75.215742,7196
23431,Indian River Inlet,7.88,38.589,-75.204353,7197
23431,Indian River Inlet,2.61,38.632333,-75.09768100000002,7198
23431,Indian River Inlet,5.89,38.687889,-75.099625,7199
22439,MERLIN/ AUGUSTA,10.71,39.816417,-75.380689,1440
22439,MERLIN/ AUGUSTA,8.7,39.821917,-75.342772,1442
22439,MERLIN/ AUGUSTA,9.17,39.826389,-75.35435600000002,1443
22439,MERLIN/ AUGUSTA,8.81,39.827861,-75.34796700000003,1444
22439,MERLIN/ AUGUSTA,8.49,39.830681,-75.342828,1446
22439,MERLIN/ AUGUSTA,9.63,39.833444,-75.3663,1450
16843,The Blackfish Banks Artificial Reef,13.81,37.867783,-75.05721700000002,2423
16843,The Blackfish Banks Artificial Reef,9.63,37.763163,-75.197096,2424
16843,The Blackfish Banks Artificial Reef,5.96,37.800125,-75.246303,2432
16843,The Blackfish Banks Artificial Reef,7.39,37.833458,-75.182967,2433
16843,The Blackfish Banks Artificial Reef,2.28,37.899539000000004,-75.328806,2434
17089,Empire Gem,15.81,35.46073300000001,-75.56626899999998,2436
21171,Zane Grey,10.04,35.585178000000006,-75.45626700000003,2437
21171,Zane Grey,9.71,35.590178,-75.45876700000002,2438
21170,Advance II,9.85,35.845175,-75.55994399999999,2439
22736,Huron,15.48,36.200164,-75.649625,2440
22453,The Tiger,17.4,36.24932800000001,-75.77963299999998,2441
23910,Zachary Berg Wreck,4.54,38.314753,-75.08498900000002,2476
16843,The Blackfish Banks Artificial Reef,14.11,37.815125,-75.06129399999998,2420
22453,The Tiger,11.41,36.360492,-75.819969,2442
22453,The Tiger,20.57,36.258497,-75.466286,2443
21171,Zane Grey,11.32,35.566844,-75.460711,2444
22736,Huron,9.76,35.847342,-75.561611,2445
24380,Chesapeake Light Tower,4.02,36.863481,-75.783475,1608
22439,MERLIN/ AUGUSTA,24.71,39.656703,-75.564544,1400
22439,MERLIN/ AUGUSTA,22.82,39.663171999999996,-75.526117,1402
22439,MERLIN/ AUGUSTA,22.62,39.665675,-75.523997,1403
22439,MERLIN/ AUGUSTA,22.59,39.665991999999996,-75.523567,1404
22439,MERLIN/ AUGUSTA,22.08,39.669031,-75.51435,1407
22439,MERLIN/ AUGUSTA,22.03,39.669833000000004,-75.51408599999998,1408
22439,MERLIN/ AUGUSTA,20.56,39.710667,-75.518253,1412
22439,MERLIN/ AUGUSTA,20.6,39.730411,-75.53415600000002,1414
22439,MERLIN/ AUGUSTA,21.77,39.732528,-75.560278,1416
22454,Cuyahoga,23.39,37.166806,-75.032944,13594
22736,Huron,3.13,36.021833,-75.636286,13596
24380,Chesapeake Light Tower,13.76,36.945947,-75.95843599999998,14103
24380,Chesapeake Light Tower,9.14,36.765152,-75.771309,12994
22439,MERLIN/ AUGUSTA,10.35,39.822906,-75.37638100000002,13809
23474,H buoy wreck,3.2,38.399475,-74.676519,13533
23465,Deliah,5.14,38.765206,-74.753261,9564
23465,Deliah,5.59,38.770592,-74.740592,9567
23465,Deliah,5.67,38.772147,-74.742717,9568
23455,China Wreck,11.17,38.844028,-75.075231,9935
22959,alantic ocean,1.08,38.646078,-74.79975,9936
23469,Jakes Wreck,2.1,38.607539,-74.607478,9937
23455,China Wreck,19.91,39.023444,-75.044622,9990
23455,China Wreck,21.17,38.946778,-75.209631,9991
23455,China Wreck,12.41,38.802889,-75.122403,9997
23455,China Wreck,15.87,38.87,-75.156944,10014
23455,China Wreck,14.78,38.868069,-75.134922,10015
23455,China Wreck,3.32,38.746491999999996,-74.959011,9291
23462,Manhattan,3.83,38.502531,-74.729497,10399
23455,China Wreck,4.36,38.773364,-74.977917,8975
16843,The Blackfish Banks Artificial Reef,24.76,37.750128000000004,-74.882953,2981
16843,The Blackfish Banks Artificial Reef,10.96,38.023453,-75.259633,3245
18331,George R Skolfield Wreck,24.19,39.176196999999995,-75.138442,2725
23454,USS Jacob Jones,4.99,38.616781,-74.386258,3044
23491,Wendys Wreck,3.13,38.683446999999994,-74.48293100000002,3045
24380,Chesapeake Light Tower,14.41,36.898481,-75.97965,3080
24380,Chesapeake Light Tower,14.28,36.836255,-75.96829699999998,3328
16614,USS S 5 Wreck,4.31,38.683444,-74.849614,2767
23431,Indian River Inlet,1.16,38.59177800000001,-75.056289,2769
16843,The Blackfish Banks Artificial Reef,2.29,37.900121999999996,-75.327972,2774
16843,The Blackfish Banks Artificial Reef,2.66,37.853458,-75.26630300000002,2775
16843,The Blackfish Banks Artificial Reef,24.2,37.533467,-75.432975,2783
24274,The Boom Wreck,14.99,37.9129,-75.024625,3339
16843,The Blackfish Banks Artificial Reef,14.53,37.71308300000001,-75.13319399999997,3340
24380,Chesapeake Light Tower,19.16,37.166808,-75.74964200000002,2790
24380,Chesapeake Light Tower,15.03,36.978478,-75.96798299999998,2796
24380,Chesapeake Light Tower,13.67,36.900147,-75.966317,2802
24380,Chesapeake Light Tower,14.49,36.891814000000004,-75.981317,2803
16554,Clythia Wreck,0.0,36.565153,-75.839642,2812
16554,Clythia Wreck,0.0,36.565153,-75.839642,2813
16554,Clythia Wreck,2.22,36.540153000000004,-75.864642,2814
16554,Clythia Wreck,3.23,36.521819,-75.861308,2815
16554,Clythia Wreck,4.87,36.495156,-75.849642,2817
22453,The Tiger,15.89,36.375161,-75.449619,2818
